Name,Url,Rating,Review_vol,Hotel_name,Address,Ranking,Description,Class,Language,Hotel_styles
954. Castle Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d14175787-Reviews-Castle_Inn-Hong_Kong.html#REVIEWS,2.0,4,Castle Inn,"40 Nathan Road, Hong Kong China",#122 of 145 hostels in Hong Kong,,2.0 of 5 stars,,
955. Chungking House,https://www.tripadvisor.com/Hotel_Review-g294217-d456258-Reviews-Chungking_House-Hong_Kong.html#REVIEWS,2.5,97,Chungking House,"No.34-40 Nathan Road, Suit A, 4-5F, Kowloon, Hong Kong China",#123 of 145 hostels in Hong Kong,,,Budget,['Centrally Located']
956. Garden Guest House-Las Vegas Group Hostels,https://www.tripadvisor.com/Hotel_Review-g294217-d1111826-Reviews-Garden_Guest_House_Las_Vegas_Group_Hostels-Hong_Kong.html#REVIEWS,2.5,58,Garden Guest House-Las Vegas Group Hostels,"Block C, Floor 15, Chung King Mansion, Nathan Road 36-44, Tsim Sha Tsui, Kowloon Flat C4, Block C, 15/F, Chungking Mansion, Hong Kong 168168 China",#124 of 145 hostels in Hong Kong,"Room with Free Internet Access,Air-condition,Fan,Television with Cable Channel,Telephone,Private Bathroom,24 hours hot water,Towel and Slipper.",,"English, Chinese",['Budget']
957. YHA Bradbury Hall Chek Keng Youth Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d1846280-Reviews-YHA_Bradbury_Hall_Chek_Keng_Youth_Hostel-Hong_Kong.html#REVIEWS,2.0,5,YHA Bradbury Hall Chek Keng Youth Hostel,"Chek Keng, Sai Kung, New Territories, Hong Kong China",#125 of 145 hostels in Hong Kong,,4.0 of 5 stars,,
958. Garden Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d2509136-Reviews-Garden_Guest_House-Hong_Kong.html#REVIEWS,2.5,13,Garden Guest House,"Flat C,Floor 16,Block C,Chung King Mansion,, Hong Kong 168168 China",#126 of 145 hostels in Hong Kong,"Newly Decorated and Room with TV,Bathroom,Air-condition,Free Internet Access,Telephone,Towel and Soap,Hot water and slipper,Free drinking water.",,"English, Chinese",['Budget']
959. Backpackers Hostel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d1201755-Reviews-Backpackers_Hostel_Hong_Kong-Hong_Kong.html#REVIEWS,2.5,24,Backpackers Hostel Hong Kong,"A3, 10 F, 47 Paterson Street, Causeway Bay, Hong Kong China",#127 of 145 hostels in Hong Kong,,,Budget,[]
960. Marlboro Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d1202496-Reviews-Marlboro_Hostel-Hong_Kong.html#REVIEWS,2.5,21,Marlboro Hostel,"2/F,C2,Block C,37 Paterson Street, Paterson Building, Causeway Bay, Hong Kong China",#129 of 145 hostels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
961. Roomlord - Capsule Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d6457482-Reviews-Move_Inn-Hong_Kong.html#REVIEWS,1.5,7,Move Inn,"Flat 417 & Flat 419, Overseas Building, 417-421, Hennessy Road, Causeway Bay, Hong Kong China",#142 of 144 motels in Hong Kong,"See why so many travelers make Move Inn their motel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
Rooms at Move Inn offer a flat screen TV, air conditioning, and blackout curtains providing exceptional comfort and convenience, and guests can go online with free wifi.
Express check-in and check-out is one of the conveniences offered at this motel.
Nearby landmarks such as Causeway Bay (0.2 mi) and Wan Chai (0.5 mi) make Move Inn a great place to stay when visiting Hong Kong.
Read more",,Chinese,[]
962. Move Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d1846906-Reviews-New_Asia_Guest_House-Hong_Kong.html#REVIEWS,2.5,11,New Asia Guest House,"8th Floor A Block Chung King Mansion 36-44 Nathan Road Tsim Sha Tsui, Kowloon, Hong Kong China",#121 of 132 guest houses in Hong Kong,,,Budget,[]
963. New Asia Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d20985398-Reviews-Miami_Resort-Hong_Kong.html#REVIEWS,1.0,2,Miami Resort,"G/F, Block 12H, Bela Vista, Cheung Chau, Hong Kong 00852 China",#2 of 2 special inns in Hong Kong,,,,
964. Miami Resort,https://www.tripadvisor.com/Hotel_Review-g294217-d8610637-Reviews-Lam_Shan_Pakho_Hostel-Hong_Kong.html#REVIEWS,1.5,5,Lam Shan - Pakho Hostel,"Flat 1306, 13/F, Sincere House, 83 Argyle Street, Hong Kong China",#130 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, Chinese",['']
965. Lam Shan - Pakho Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2204418-Reviews-Lily_Garden_Guest_House-Hong_Kong.html#REVIEWS,2.5,45,Lily Garden Guest House,"Flat F2, 5F,Mirador Mansion,62 Nathan Road, Hong Kong 00000 China",#122 of 132 guest houses in Hong Kong,"Lily Garden Guest House is located in the heart of a well-known tourist area, Nathan Road, Tsim Sha Tsui. It is next to the Tsim Sha Tsui MTR station and Tsim Sha Tsui East Railway Station. Just a street opposite to the brand name shops located in Canton Road. Walking to the Star Ferry pier, Space Museum and other tourist spots only take few minutes.Hong Kong is known as the Pearl of the Orient, the beautiful night scenery is well-known over the world. In here, you can walk to the famous avenue of stars relaxingly in just few minutes or you can take the ferry to enjoy the spectacular view of Hong Kong. At night, you can even see ‘A Symphony of Lights’ to feel the charm of this dynamic metropolis. Lily Garden Guest House is also located in the bustling city where the transportation is very convenient. It is near to the Harbor city, Park Lane, New World Center, THE ONE, K-11 and more shopping centers. Also, there are different kinds of cuisines from all around the world, you can taste as much as you want. Moreover, our guest house also has high accessibility to every single place around Hong Kong by train, MTR, taxi and more. The airport shuttle bus can even bring you from Tsim Sha Tsui to the Hong Kong International Airport or Disneyland. Lily Garden Guest House is your ideal choice for both business and tourist accommodation.
Read more",2.0 of 5 stars,"English, Chinese","['', 'Budget']"
966. Lily Garden Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d8630075-Reviews-Miu_Ceon_Wing_On_Hotel-Hong_Kong.html#REVIEWS,2.0,12,Miu Ceon Wing On Hotel,"Flat D, 5/F, Kingland Apartments, No.737 Nathan Road, Hong Kong China",#124 of 132 guest houses in Hong Kong,"See why so many travelers make Miu Ceon Wing On Hotel their guest house of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
While staying at Miu Ceon Wing On Hotel, visitors can check out The Lounge & Bar at The Ritz-Carlton, Hong Kong (1.4 mi) and Sky100 Hong Kong Observation Deck (1.4 mi), some of Hong Kong's top attractions.
You’ll enjoy relaxing rooms that offer a flat screen TV and air conditioning, and you can stay connected during your stay as Miu Ceon Wing On Hotel offers guests free wifi.
Read more",2.0 of 5 stars,"English, Chinese",['']
967. Miu Ceon Wing On Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d6619973-Reviews-New_York_Guest_House-Hong_Kong.html#REVIEWS,2.5,4,New York Guest House,"Flat B3, Block B, 7th Floor, B1/B3, Chung King Mansions, 36-44 Nathan Road, Tsim Sha Tsui, Hong Kong 852 China",#125 of 132 guest houses in Hong Kong,"Our hostel has been running for over twenty years already. We provide comfortable rooms with toilet, tv, wifi for travelers. Our hostel is near many tourist attractions, like Victoria Harbour, Harbour city, Star Avenue etc. Besides, the transportation system is also very convenient here in Tsim Sha Shui. It only takes tourists three minutes to the MTR station and ten minutes to the ferry pier.",,"English, Chinese",[]
968. New York Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1201754-Reviews-New_China_Guest_House-Hong_Kong.html#REVIEWS,2.5,44,New China Guest House,"D7 D2 9/F Block D, Chung King Mansion, Tsim Sha Tsui, Kowloon, Hong Kong China",#126 of 132 guest houses in Hong Kong,"New China Guest House situated in Chung King Mansion in Tsim Sha Tsui with quality and reasonably-priced accommodation. We have more than 40 rooms, all with air-conditioning, phone installed with free local call, separate bathroom, color television, free wifi and all facilities. We offer Best Prices, Clean, Comfortable, Safe, Friendly and Hospitable service.",,"English, Chinese",[]
969. New China Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1186246-Reviews-Kung_Fu_Garden_Hostel-Hong_Kong.html#REVIEWS,2.0,14,Kung Fu Garden Hostel,"F4 3/F of Mirador Mansion, 58 Nathan Rad, Tsim Sha Tsui, Hong Kong 168168 China",#133 of 145 hostels in Hong Kong,"Newly Decorated and Room with TV,Bathroom,Air-condition,Free Internet Access,Telephone,Towel and Soap,Hot water and slipper,Free drinking water.",,"English, Chinese",[]
970. Kung Fu Garden Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d1489485-Reviews-Harbourview_Horizon-Hong_Kong.html#REVIEWS,2.5,63,Harbourview Horizon,"No.12 Hung Lok Road, Hung Hom Bay, Hong Kong China",#588 of 802 hotels in Hong Kong,"See why so many travelers make Harbourview Horizon their hotel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
Nearby landmarks such as Tsim Sha Tsui Promenade (1.0 mi) and Causeway Bay (1.5 mi) make Harbourview Horizon a great place to stay when visiting Hong Kong.
Rooms at Harbourview Horizon offer air conditioning, a kitchenette, and a refrigerator providing exceptional comfort and convenience, and guests can go online with free internet access.
Read more",4.0 of 5 stars,Mid-range,['']
971. Harbourview Horizon,https://www.tripadvisor.com/Hotel_Review-g294217-d1068790-Reviews-Lucky_Hostel_Hongkong_Mongkok-Hong_Kong.html#REVIEWS,2.0,21,Lucky Hostel Hongkong Mongkok,"13 F, Chun Yee Building, No.731-733 Nathan Road, Hong Kong China",#135 of 145 hostels in Hong Kong,,,"English, Chinese, Indonesian, Malay",['Budget']
972. Lucky Hostel Hongkong Mongkok,https://www.tripadvisor.com/Hotel_Review-g294217-d1446935-Reviews-Horizon_Suite_Hotel-Hong_Kong.html#REVIEWS,2.5,43,Horizon Suite Hotel,"No.29 29 On Chun Street, Ma On Shan, Sha Tin, New Territories, Hong Kong China",#591 of 802 hotels in Hong Kong,"See why so many travelers make Horizon Suite Hotel their hotel of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers an array of amenities designed for travelers like you.
Nearby landmarks such as The Chinese University of Hong Kong (1.5 mi) and Hong Kong Tolo Harbour (1.6 mi) make Horizon Suite Hotel a great place to stay when visiting Hong Kong.
Guest rooms offer amenities such as a kitchenette and air conditioning, and guests can go online with internet access offered by the hotel.
Read more",,,
973. Horizon Suite Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d1114337-Reviews-New_Chung_King_Mansion_Hostel-Hong_Kong.html#REVIEWS,2.5,59,New Chung King Mansion Hostel,"Block C, Floor 7, Flat C5, Chung King Mansion, Nathan Road 36-44, Tsim Sha Tsui, Kowloon, Hong Kong China",#136 of 145 hostels in Hong Kong,"Room with Free Internet Access,Air-condition,Fan,Television with Cable Channel,Telephone,Private Bathroom,24 hours hot water,Towel and Slipper.",2.0 of 5 stars,,[]
974. New Chung King Mansion Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d1202287-Reviews-V_Happy_Valley_Serviced_Apartments-Hong_Kong.html#REVIEWS,2.0,8,V Happy Valley Serviced Apartments,"No.68 Sing Woo Road, Happy Valley, Hong Kong China",#13 of 13 condos in Hong Kong,"with 48 studios and 2-bedroom apartments set amongst village shops, winebars and neigbourhood restaurants. award-winning TATTOMI sofas designed by Ingo Maurer & Jan Armgardt. each apartment has a stand alone kitchen, a dining room and a serious workplace.",,,
975. V Happy Valley Serviced Apartments,https://www.tripadvisor.com/Hotel_Review-g294217-d655905-Reviews-Sun_Kong_Hostel-Hong_Kong.html#REVIEWS,2.0,42,Sun Kong Hostel,"Flat D2, 5th floor, Block D, Paterson Building, No.9 Great George Street, Causeway Bay, Hong Kong China",#137 of 145 hostels in Hong Kong,,,,
976. Sun Kong Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d3506910-Reviews-Kowloon_New_Hostel-Hong_Kong.html#REVIEWS,2.5,56,Kowloon New Hostel,"Flat E1, 10/F, Mirador Mansion, 58 Nathan Road, Tsim Sha Tsui, Kowloon, Tsim Sha Tsui, Hong Kong China",#138 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, Russian, Chinese, Filipino and 3 more","['', 'Budget']"
977. Kowloon New Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2136000-Reviews-Carlton_Guest_House-Hong_Kong.html#REVIEWS,2.0,32,Carlton Guest House,"Room C1,Block C, Floor 15, Chung King Mansion, Nathan Road 36-44, Tsim Sha Tsui, Kowloon,, Hong Kong China",#127 of 132 guest houses in Hong Kong,"Grand Opening in 2012,offer the cheapest budget guest room for guest and located in the heart of Hong Kong.Room with Free Internet Access,TV,Air-Condition,Fan,Bathroom,Telephone,Soap and Towel,24 hours Hot Water is available.",2.0 of 5 stars,"English, Chinese",['']
978. Carlton Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1203440-Reviews-Lucky_Hostel-Hong_Kong.html#REVIEWS,2.0,39,Lucky Hostel,"Room C5, 12F, Block C, Chung King Mansion, No.36-44, Nathan Street, Hong Kong China",#597 of 802 hotels in Hong Kong,"Room with Free Internet Access,Air-condition,Fan,Television with Cable Channel,Telephone,Private Bathroom,24 hours hot water,Towel and Slipper.",,"English, French, Chinese",['Budget']
979. Lucky Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2491565-Reviews-New_London_Hostel-Hong_Kong.html#REVIEWS,2.0,20,New London Hostel,"No.36-44 Nathan Road, Tsim Sha Tsui Flat A9, Block A, 17/F, Chungking Mansions, Hong Kong China",#141 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, Chinese, Filipino, Hindi and 1 more","['', 'Budget']"
980. New London Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2392178-Reviews-Head_Sun_Guest_House-Hong_Kong.html#REVIEWS,1.0,5,Head Sun Guest House,"4F, Block D, Chungking Mansions, Nathan Road, Hong Kong China",#140 of 145 hostels in Hong Kong,,2.0 of 5 stars,,
981. Head Sun Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d17740147-Reviews-SNOOZE_Capsule_Hotel-Hong_Kong.html#REVIEWS,1.0,4,SNOOZE Capsule Hotel,"11F, Hoi To Court, 275 Gloucester Rd, Hong Kong China",#8 of 8 capsule hotels in Hong Kong,"Our accommodation offers comfortable Single and Double capsules in Causeway Bay, close to shopping centers, MTR station, nightlife etc. Enjoy free wifi, clean bathrooms, privacy and a stunning see view in our hotel!",,,
982. SNOOZE Capsule Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d16769346-Reviews-Pandora_After_80s_Jordan-Hong_Kong.html#REVIEWS,1.5,6,Pandora After 80s Jordan,"Room H 1F New Lucky House, No. 15 Jordan Road, Hong Kong China",#39 of 39 inns in Hong Kong,,2.0 of 5 stars,,[]
983. Pandora After 80s Jordan,https://www.tripadvisor.com/Hotel_Review-g294217-d1068750-Reviews-Yan_Yan_Guest_House-Hong_Kong.html#REVIEWS,2.0,27,Yan Yan Guest House,"Flat E1, Block E, 8/F, Chungking Mansions, 36-44 Nathan Road, Tsimshatsui, Kowloon, Hong Kong China",#142 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, Chinese, Hindi","['', 'Centrally Located', 'Budget']"
984. Yan Yan Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d23367219-Reviews-Taj_Super_Deluxe-Hong_Kong.html#REVIEWS,1.0,3,Taj Super Deluxe,"40 Nathan Road Flat C5, Block C, 3/F, Chungking Mansion,Tsim Sha Tsui, Hong Kong China",#129 of 132 guest houses in Hong Kong,,2.0 of 5 stars,,
985. Taj Super Deluxe,https://www.tripadvisor.com/Hotel_Review-g294217-d662411-Reviews-HK_Downtown_Backpackers-Hong_Kong.html#REVIEWS,1.5,123,HK Downtown Backpackers,"36-44 Nathan Road, Tsim Sha Tsui Block A, 3rd Floor, Chung King Mansions, Hong Kong China",#144 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, French, Russian, Chinese and 3 more",['']
986. HK Downtown Backpackers,https://www.tripadvisor.com/Hotel_Review-g294217-d1500522-Reviews-Hong_Kong_Star_Hostel-Hong_Kong.html#REVIEWS,1.5,13,Hong Kong Star Hostel,"Block A, 3rd Floor, Chungking Mansions, No38 Nathan Road, Tsim Sha Tsui, Hong Kong China",#143 of 145 hostels in Hong Kong,,2.0 of 5 stars,,[]
987. Hong Kong Star Hostel,https://www.tripadvisor.com/Hotel_Review-g294217-d2570872-Reviews-Cynthia_s_Inn-Hong_Kong.html#REVIEWS,2.0,33,Cynthia's Inn,"Flat E5, Block E, 10/F, Chung King Mansion, 36-44 Nathan Road, Hong Kong 0 China",#131 of 132 guest houses in Hong Kong,"See why so many travelers make Cynthia's Inn their guest house of choice when visiting Hong Kong. Providing an ideal mix of value, comfort and convenience, it offers a budget friendly setting with an array of amenities designed for travelers like you.
Guest rooms offer amenities such as a flat screen TV, air conditioning, and a refrigerator, and guests can go online with free wifi offered by the guest house.
While staying at Cynthia's Inn, visitors can check out Sandbox VR (0.2 mi) and Tsim Sha Tsui Promenade (0.2 mi), some of Hong Kong's top attractions.
Read more",,,
988. Cynthia's Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d10238682-Reviews-Paradise_Guest_House-Hong_Kong.html#REVIEWS,1.5,22,Paradise Guest House,"No.36-44 Nathan Road, Tsim Sha Tsui Flat E5, 15/F, Block E, Chungking Mansion, Hong Kong China",#132 of 132 guest houses in Hong Kong,"Paradise Guest House is located in the prime location of Tsim Sha Tsui in Hong Kong. Free WiFi access is available. Each room here will provide you with air conditioning. Featuring a shower, private bathroom also comes with free toiletries and slippers. At Paradise Guest House you will find a 24-hour front desk upon request. Other facilities offered at the property include ticketing service and",1.0 of 5 stars,English,"['', 'Centrally Located', 'Budget']"
989. Paradise Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d1500376-Reviews-UK_Deluxe_Hostel-Hong_Kong.html#REVIEWS,1.5,46,UK Deluxe Hostel,"Block A, 3rd Floor, ChungKing Mansion, 36-44 Nathan Road, Hong Kong 168168 China",#145 of 145 hostels in Hong Kong,,2.0 of 5 stars,"English, French, Russian, Spanish and 4 more",['']
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
991. FC Residence,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
1021. Modern Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
1051. Bayshore Inn,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
1081. Kong Hing Guest House,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
1111. Victoria Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
"1141. Ying'nFlo, Wesley Admiralty, Hong Kong",https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
The Fullerton Ocean Park Hotel Hong Kong,https://www.tripadvisor.com/Hotel_Review-g294217-d24150221-Reviews-The_Fullerton_Ocean_Park_Hotel_Hong_Kong-Hong_Kong.html?spAttributionToken=MjE4MjQ3MjQ#REVIEWS,4.5,1065,The Fullerton Ocean Park Hotel Hong Kong,"3 Ocean Drive, Aberdeen, Hong Kong China",#83 of 802 hotels in Hong Kong,,,"English, Chinese",[]
91. Hong Kong Gold Coast Hotel,https://www.tripadvisor.com/Hotel_Review-g294217-d308432-Reviews-Hong_Kong_Gold_Coast_Hotel-Hong_Kong.html#REVIEWS,4.0,3009,Hong Kong Gold Coast Hotel,"1 Castle Peak Road, Castle Peak Bay, Tuen Mun, Hong Kong China",#93 of 802 hotels in Hong Kong,"Escape the urban landscape of downtown Hong Kong and retreat to a family-friendly beach resort. Only 30 minutes from Central, our hotel is a welcoming seaside oasis with lush tropical gardens that sets the stage for a relaxing holiday, an idyllic wedding or a lively conference. Our 455 rooms and suites, including 11 unique kid-themed-rooms, feature tranquil views of the sea or neighbouring Gold Coast Yacht and Country Club, allowing guests to be comforted by the cool sea breeze as they enjoy the genuine warmth of our service. Five distinguished restaurants, including the Michelin-recommended YUE featuring Cantonese cuisine, satisfy the palate of even the most discerning diners. Our expansive outdoor garden, Chapel, Terrace and Grand Ballroom are ideal venues for wedding of any size. Sharks and Pirates Adventure Zone, free form pools with water slides, water park, sand pit, Outdoor Kids Island, Mini Train Ride, farm and zip lines ensure you and your family stay an enjoyable one.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Family', 'Park View']"
"92. Silka Tsuen Wan, Hong Kong",https://www.tripadvisor.com/Hotel_Review-g294217-d12030071-Reviews-Silka_Tsuen_Wan_Hong_Kong-Hong_Kong.html#REVIEWS,4.5,844,"Silka Tsuen Wan, Hong Kong","119 Wo Yi Hop Road, Kwai Chung, Kowloon, Hong Kong 00000 China",#27 of 802 hotels in Hong Kong,"A brand new 4-star hotel opened in 2017, Silka Tsuen Wan, Hong Kong is uniquely located in Tsuen Wan district surrounded by all local flavors. Hotel boasts 409 contemporary design rooms including triple-sharing rooms and suites, family room with 2 double beds and connecting rooms ideally for friends & families. Comprehensive services are offered such as free WiFi, while it takes only 30 minutes' drive to the Hong Kong International Airport, AsiaWorld-Expo and Hong Kong Disneyland. Other facilities include GYM, a multi-function room and all day dining coffee shop. Come and discover a different side of the city with local food, street eateries, wet market and shopping centers nearby, blending the old with new elements that makes your holiday unforgettable.
Read more",4.0 of 5 stars,"English, Chinese","['', 'Trendy', 'Family']"
93. the Figo,https://www.tripadvisor.com/Hotel_Review-g294217-d2357091-Reviews-The_Figo-Hong_Kong.html#REVIEWS,4.5,1612,the Figo,"77-91 Queen Road's West 4F,Hollywood Centre, Hong Kong China",#63 of 802 hotels in Hong Kong,"the Figo proves boutique style and unforgettable hospitality is a universal language. Located in the ever-popular Hong Kong district Sheung Wan, where East & West come together at every corner, the Figo is the destination where travelers and locals alike discover a new boutique hospitality experience, with envelope-pushing design from head to toe. From fully bespoke rooms to the collaborative communal spaces, the Figo is a designer’s hotel, where everyone is welcome to share and show off their own unique style.",3.0 of 5 stars,"English, Chinese","['', 'Quiet', 'Mid-range']"
